Temperature_C,Feels_Like_C,Humidity_Percent,Dew_Point_C,Pressure_hPa,Wind_Speed_mps,Wind_Direction_deg,Precipitation_mm,Cloud_Cover_Percent,Visibility_km,UV_Index,Latitude,Longitude,Weather_Class
11.78,11.78,88.6,1.96,1001.13,40.0,179.6,0.5,94.5,19.8,7.2,-4.1841,23.5573,Drizzle
17.73,19.19,48.4,8.04,979.12,17.69,164.7,10.03,91.1,2.38,6.2,-16.0761,11.0643,Thunderstorm
16.04,16.04,46.3,4.53,1009.34,40.0,78.3,0.0,69.8,4.93,6.5,38.2621,108.5899,Cloudy
16.92,16.92,91.6,15.54,1003.95,40.0,347.7,0.0,85.9,13.5,1.7,-27.2499,162.8388,Cloudy
-9.25,-12.89,74.6,-12.92,999.44,12.14,203.8,25.83,83.4,7.87,6.6,-38.9488,-83.101,Snowy
10.03,10.03,78.1,6.38,1016.89,40.0,336.9,0.0,80.7,3.15,3.6,37.2826,46.9475,Cloudy
17.19,17.19,68.5,11.33,1013.89,40.0,184.4,0.0,73.7,8.44,4.6,28.148,111.5565,Cloudy
31.17,15.58,100.0,15.58,998.11,10.0,53.4,8.0,87.6,3.91,3.3,-16.6232,12.5127,Thunderstorm
16.03,16.03,91.5,14.17,997.14,15.4,28.8,10.0,90.2,5.61,4.6,40.906,-30.023,Stormy
12.48,12.48,97.0,-1.75,987.07,25.73,349.1,10.0,94.2,14.67,5.0,12.3949,-69.2861,Stormy
8.91,8.91,95.6,8.24,999.14,3.81,34.1,0.0,66.3,1.0,0.4,56.4551,-148.8716,Foggy
17.67,17.67,81.5,15.79,1016.53,40.0,146.3,0.68,86.1,8.33,4.3,-17.3202,23.7129,Drizzle
15.1,22.13,21.2,-1.08,998.74,11.47,180.2,60.0,99.0,20.0,3.4,-57.8062,160.4752,Thunderstorm
16.49,15.29,29.1,-0.27,1045.39,40.0,243.5,0.0,9.2,13.58,11.2,41.6212,-13.9706,Clear
-0.91,-0.91,99.4,-0.99,1002.34,3.58,59.0,0.0,83.9,0.43,10.8,-2.7034,50.1981,Foggy
3.98,-6.1,54.3,-4.41,1006.55,40.0,181.7,0.0,84.7,20.0,3.4,-44.024,-137.3842,Cloudy
19.09,19.09,95.3,11.31,997.72,15.0,85.4,35.68,94.2,20.0,0.9,58.3115,10.7233,Stormy
24.59,27.85,82.6,21.43,1019.23,40.0,93.1,0.38,90.0,9.52,3.3,-23.1478,-73.1906,Humid
17.32,17.32,93.2,10.12,1013.41,40.0,303.9,5.0,82.8,10.76,4.1,50.9735,-90.9294,Rainy
28.42,11.84,72.4,7.03,991.26,10.0,88.1,43.99,89.7,6.87,2.3,38.9851,4.2929,Thunderstorm
12.11,15.86,50.0,10.87,1021.87,40.0,150.1,0.0,23.8,19.08,11.5,23.082,5.5837,Clear
-0.03,-0.03,95.8,-0.61,1011.97,1.78,26.4,0.0,86.8,1.06,2.4,58.0262,-5.5253,Foggy
21.99,21.99,37.8,6.93,1013.38,40.0,248.5,0.0,78.1,12.4,4.6,-54.9648,-60.2744,Cloudy
22.17,26.66,95.0,21.32,1011.25,40.0,209.8,1.4,93.3,11.33,1.9,-20.0985,-171.7262,Humid
24.09,-7.33,41.5,-8.67,970.47,18.51,302.7,10.88,95.1,8.63,5.5,-23.7735,-35.7017,Thunderstorm
18.8,18.8,77.3,6.92,1023.25,40.0,290.8,0.52,73.3,10.14,5.9,-54.1517,-133.3456,Drizzle
13.01,13.01,10.5,0.77,1014.35,8.0,294.0,0.0,25.0,7.02,3.4,-42.4382,-10.9393,Dusty
13.78,15.17,56.3,9.33,1031.15,40.0,223.7,0.0,10.0,11.88,11.6,58.3988,94.9002,Clear
19.67,19.67,97.6,19.27,1007.27,3.65,356.5,0.0,74.9,0.78,2.9,53.4279,145.7564,Foggy
33.36,36.67,83.1,30.08,1023.52,40.0,147.4,3.7,83.5,7.77,5.8,-21.5232,-2.3792,Humid
-16.83,-20.23,60.3,-22.68,1031.83,6.8,221.7,0.0,68.3,8.86,4.2,-5.8473,-119.5154,Cold
34.55,16.76,58.9,8.67,974.23,27.3,125.4,19.7,97.8,20.0,1.8,-31.5374,152.1962,Thunderstorm
18.34,18.34,92.6,17.13,1002.27,1.78,7.3,0.0,90.5,1.22,6.1,-28.4884,115.025,Foggy
-18.41,-22.33,84.8,-20.32,1016.88,13.06,227.7,5.19,95.5,1.37,2.1,-35.8352,-101.7419,Snowy
15.05,15.05,92.6,6.71,1007.71,40.0,14.5,5.51,84.3,13.6,4.1,-39.4836,-85.9433,Rainy
5.32,-4.08,41.0,-6.86,1018.99,40.0,256.6,0.0,82.8,6.28,5.7,56.6859,94.5172,Cloudy
15.02,15.02,65.8,8.66,1000.81,40.0,197.2,0.0,79.1,7.01,4.0,42.0907,103.6182,Cloudy
32.2,11.28,29.7,-5.82,977.32,15.29,36.7,16.56,96.8,9.51,7.6,-0.6502,-138.2995,Thunderstorm
17.44,17.44,76.7,13.3,1018.73,40.0,22.5,0.0,70.7,6.67,4.2,43.8405,-16.1457,Cloudy
32.25,2.89,38.8,-3.42,999.31,18.43,59.9,18.49,91.4,16.09,7.8,-9.9531,114.2398,Thunderstorm
36.56,38.56,37.7,2.76,1007.89,40.0,100.4,0.0,51.5,14.55,9.8,-33.5031,11.0507,Hot
8.09,0.07,84.4,0.75,1009.85,40.0,248.2,5.93,93.0,20.0,3.7,32.9685,-33.0975,Rainy
32.57,36.33,87.6,30.24,1020.27,40.0,51.8,0.66,75.4,6.18,6.4,-17.8012,-125.9623,Humid
12.87,12.87,83.6,3.6,994.08,11.6,205.4,50.0,97.8,20.0,5.0,57.2767,17.0295,Rainy
11.59,11.59,92.6,6.52,1002.69,40.0,89.4,5.0,85.8,5.45,1.8,-58.9978,168.6894,Rainy
1.96,1.96,93.9,1.08,1010.92,1.31,65.1,0.0,80.0,0.09,7.1,-2.9451,-129.4186,Foggy
42.31,51.35,50.5,10.28,1006.37,40.0,77.8,0.0,31.5,17.91,10.5,-22.4175,20.9383,Heatwave
12.3,12.3,87.4,10.27,1012.67,40.0,19.7,5.55,85.3,15.49,3.7,-42.5564,13.6545,Rainy
-5.11,-10.97,45.9,-14.93,1022.22,11.72,255.9,0.0,20.9,11.65,7.3,24.328,8.0794,Cold
16.56,16.56,25.9,10.62,1004.75,9.59,326.2,0.0,28.5,7.16,6.3,-42.4701,175.908,Dusty
12.84,12.84,77.6,8.21,1005.55,40.0,126.5,0.92,92.9,7.87,3.6,-16.2857,34.2109,Drizzle
32.41,12.84,94.2,11.93,982.57,11.3,97.9,15.69,90.3,3.69,3.2,-1.6436,33.144,Thunderstorm
10.41,10.41,93.0,5.02,991.32,38.52,300.9,18.41,93.2,11.64,4.5,47.9046,14.7334,Stormy
29.21,13.85,71.9,8.86,994.64,11.85,249.1,8.0,96.7,9.74,1.4,-43.0742,110.7288,Thunderstorm
12.4,12.4,85.3,5.97,1018.4,40.0,120.5,0.5,86.5,8.61,4.5,-40.1948,-164.6368,Drizzle
24.52,15.41,55.5,10.56,1046.28,40.0,347.5,0.0,12.3,13.56,10.2,26.9827,2.9412,Clear
40.97,42.97,26.7,-7.84,1013.07,40.0,43.7,0.0,42.9,8.26,10.0,45.2265,-135.0929,Hot
5.97,5.97,97.8,5.64,1016.04,4.88,329.9,0.0,83.0,0.55,7.2,29.4915,118.6899,Foggy
12.57,12.57,41.9,-0.04,1024.15,40.0,342.3,0.0,61.6,16.2,4.9,-32.2386,145.3076,Cloudy
23.68,-1.67,77.2,3.21,999.71,13.16,66.6,9.52,88.8,9.74,7.6,12.0416,142.5617,Thunderstorm
38.69,49.88,62.8,10.57,1003.77,40.0,27.1,0.0,92.9,10.33,11.6,-58.6804,15.6533,Heatwave
18.26,18.26,98.7,18.06,1009.64,1.1,136.5,0.0,76.7,0.27,6.3,44.8128,-39.3459,Foggy
7.27,-1.16,73.3,2.81,1022.45,40.0,222.2,0.0,67.2,20.0,5.9,7.5303,-10.8215,Cloudy
10.32,10.32,93.5,0.05,995.42,40.0,291.8,5.56,94.6,13.37,6.0,-33.7701,7.3513,Rainy
40.77,48.58,38.3,-4.85,996.57,40.0,23.8,0.0,34.6,11.84,10.4,10.6022,157.7958,Heatwave
45.12,41.36,30.7,3.76,1011.58,40.0,235.0,0.0,44.0,12.61,11.0,38.7017,-167.6122,Heatwave
15.22,15.22,94.1,14.39,950.94,24.28,154.9,29.52,94.0,11.98,3.3,-41.4472,178.5168,Stormy
16.79,16.79,89.6,7.04,1013.46,40.0,181.7,5.22,90.2,13.75,7.8,-31.3918,101.5827,Rainy
23.12,26.26,81.4,19.76,1010.53,40.0,249.8,0.85,84.3,10.85,4.7,9.9484,159.2026,Humid
16.09,16.09,85.5,7.04,1009.33,40.0,152.2,5.0,97.0,1.84,3.6,-49.8002,164.3996,Rainy
10.33,10.33,87.8,8.39,1017.63,40.0,285.3,0.0,60.4,13.96,4.8,-27.0241,99.8264,Cloudy
2.81,0.85,21.3,2.02,1038.89,40.0,255.1,0.0,18.3,19.79,10.3,-22.0777,173.5496,Clear
0.99,-10.57,89.6,-6.17,1003.93,40.0,144.4,0.5,83.1,8.03,3.3,25.7778,-49.4998,Drizzle
15.87,15.87,87.0,13.7,1020.94,23.86,305.2,0.0,86.7,15.44,3.2,39.9535,102.7014,Cloudy
9.85,2.71,58.3,2.05,1005.5,40.0,70.3,0.0,81.0,9.99,2.6,48.5459,-155.0824,Cloudy
32.14,34.14,33.2,-0.18,1005.86,40.0,258.1,0.0,51.4,6.99,12.5,7.1707,178.1848,Hot
14.14,14.14,82.4,10.71,998.94,40.0,183.5,20.93,83.2,12.12,1.3,-30.3982,173.4185,Rainy
41.87,52.93,60.9,12.13,989.66,40.0,9.5,0.0,78.2,8.67,13.9,-25.344,156.6832,Heatwave
36.08,49.75,58.4,13.31,990.8,40.0,122.8,9.33,94.8,6.55,14.4,56.3722,-53.5837,Heatwave
31.61,33.61,30.5,3.63,998.43,40.0,193.9,0.0,47.4,7.24,9.6,25.5505,159.9476,Hot
-24.55,-28.95,45.6,-32.89,1001.52,8.81,116.2,2.8,38.7,8.72,2.5,24.5585,163.4781,Cold
21.95,55.0,81.2,14.56,1008.73,40.0,90.1,5.0,93.8,20.0,5.4,-15.7939,71.5565,Rainy
6.47,-2.36,46.9,-4.06,1000.08,40.0,204.2,0.0,88.6,20.0,4.1,-16.0048,-27.9864,Cloudy
39.35,54.99,38.1,8.19,1015.91,40.0,48.3,0.0,49.4,3.95,12.9,-43.274,164.2988,Heatwave
29.99,34.45,94.6,29.02,1013.28,40.0,330.4,0.76,92.2,8.07,2.8,-39.13,-165.6182,Humid
-22.21,-25.73,47.8,-30.24,1016.92,7.04,84.1,0.0,56.6,11.77,2.3,26.0507,149.2188,Cold
12.17,21.0,58.4,4.86,1017.95,40.0,101.8,0.0,27.2,14.19,5.0,-49.8946,-25.07,Clear
0.71,55.0,32.0,0.22,1023.58,40.0,312.2,0.0,11.7,13.62,6.0,-12.055,173.4565,Clear
-14.7,-16.24,67.4,-19.38,1034.99,3.09,227.5,0.0,25.6,11.14,3.9,10.2094,-36.9736,Cold
-10.1,-12.62,64.5,-15.5,1033.23,5.04,203.3,0.0,57.0,18.59,4.0,-20.0174,-105.9537,Cold
37.66,39.66,34.6,10.73,1021.63,40.0,45.1,0.0,38.4,8.57,14.2,50.6324,-164.3521,Hot
26.09,30.01,89.2,24.17,1009.19,40.0,278.7,2.14,86.9,9.66,9.5,-6.4512,176.1754,Humid
11.15,11.15,84.4,6.15,1014.44,40.0,92.0,0.5,79.1,5.9,4.1,27.3025,-67.8702,Drizzle
12.89,12.89,21.1,9.34,995.9,14.92,283.3,0.0,22.1,8.44,2.9,15.5172,153.8636,Dusty
8.17,0.19,23.9,1.33,1005.69,10.64,334.6,0.0,27.6,10.44,2.4,-55.3103,-105.4685,Dusty
13.92,13.92,83.0,11.8,989.54,40.0,127.8,0.5,92.3,7.19,0.7,-16.912,-106.2557,Drizzle
32.34,-0.45,50.4,-6.78,1048.84,40.0,238.9,0.0,12.0,17.88,10.4,-46.6249,-75.3219,Clear
14.48,14.48,64.1,7.77,1001.82,40.0,24.0,0.0,72.1,3.13,3.9,-16.0301,78.5867,Cloudy
-18.44,-19.44,33.9,-30.42,1025.36,2.0,134.4,0.0,47.9,19.17,2.5,-35.2865,-17.9452,Cold
-11.39,-16.52,36.7,-23.24,1003.23,10.27,14.4,1.25,24.5,17.71,10.2,-30.9054,-161.0358,Cold
7.17,-1.31,86.7,5.1,1016.17,40.0,287.1,0.0,68.1,15.74,6.6,-17.4753,12.6209,Cloudy
6.55,-2.24,28.1,-1.1,1002.55,18.72,195.5,0.0,16.4,6.97,3.8,-37.1909,56.8759,Dusty
19.23,19.23,99.4,19.13,1010.74,40.0,242.4,0.0,61.3,1.67,2.8,16.009,-103.6543,Cloudy
44.57,46.57,43.8,16.33,1015.31,40.0,254.4,0.0,36.3,4.7,12.9,48.7395,-37.7027,Hot
21.53,12.5,94.3,11.62,976.45,10.0,155.5,19.28,98.0,20.0,2.1,18.5229,25.3847,Thunderstorm
14.43,14.43,74.4,9.94,1022.38,40.0,82.7,0.0,61.7,8.74,3.5,-48.556,178.0898,Cloudy
10.73,10.73,93.9,9.79,995.19,2.07,159.5,0.0,90.5,0.63,4.5,-0.8043,-82.2879,Foggy
15.76,15.76,98.9,15.58,1004.41,4.22,163.1,0.0,72.0,0.72,5.9,-31.8081,160.7161,Foggy
14.13,14.13,100.0,14.13,1022.07,40.0,164.1,0.0,81.6,4.41,2.0,30.0862,29.2359,Cloudy
-7.63,-10.15,58.4,-14.36,1002.81,5.06,234.6,0.0,35.0,11.8,3.6,-18.1742,23.5408,Cold
23.23,13.68,80.7,10.42,996.46,10.0,358.8,8.0,89.6,19.43,3.8,19.1426,-125.3529,Thunderstorm
11.22,11.22,66.6,5.23,1000.24,40.0,272.5,0.0,88.9,6.7,3.3,-51.2364,-117.8532,Cloudy
39.33,41.33,23.8,12.8,1011.05,40.0,326.6,0.0,47.5,13.94,14.3,18.1298,96.0682,Hot
7.61,2.32,46.2,-3.21,1000.88,13.4,142.0,0.0,63.1,8.49,2.3,-26.0315,-16.7824,Cloudy
15.77,15.77,84.1,12.03,1003.75,40.0,191.8,3.0,73.2,20.0,2.2,-23.8098,-38.8908,Drizzle
26.82,30.49,86.7,24.41,1007.04,40.0,12.7,1.29,91.6,9.65,4.7,-30.1035,87.3763,Humid
8.28,0.35,81.8,-12.1,1023.97,40.0,248.3,2.12,78.5,20.0,6.8,31.6332,73.1824,Drizzle
18.62,18.62,79.0,14.47,1000.74,40.0,277.3,0.5,83.8,5.41,2.5,-20.7288,-108.7746,Drizzle
12.26,12.26,29.2,6.88,1012.28,8.0,335.0,0.0,9.5,8.7,1.8,59.2722,-148.4625,Dusty
42.09,44.09,44.8,14.53,1000.62,40.0,62.2,0.0,100.0,14.08,9.7,18.2063,-167.7142,Hot
4.14,-5.86,10.4,-3.33,1000.27,8.0,301.5,0.0,22.5,14.35,4.0,-52.5168,-88.1814,Dusty
16.84,16.84,79.1,-10.4,1018.99,40.0,63.6,1.55,75.1,2.42,6.3,25.0123,32.3175,Drizzle
13.88,13.88,60.4,6.35,1005.82,40.0,11.9,0.0,79.7,15.06,3.4,39.8455,92.8521,Cloudy
-17.34,-18.46,63.4,-22.61,1015.23,2.24,234.9,0.0,46.9,8.39,3.7,-8.5815,-99.7225,Cold
15.77,15.77,98.9,15.6,1018.98,4.08,0.0,0.0,84.5,0.16,4.2,-20.07,-84.878,Foggy
16.56,16.56,83.3,14.21,996.69,40.0,313.2,4.65,86.4,16.31,4.2,-6.8151,-38.9585,Drizzle
13.05,13.05,12.3,3.66,1017.38,9.74,249.8,0.0,0.8,8.17,3.9,-57.6403,-8.7763,Dusty
0.83,0.83,98.2,0.58,1018.98,1.22,247.4,0.03,83.9,1.29,4.1,57.5411,117.9959,Foggy
16.57,16.57,91.8,15.12,999.81,40.0,35.8,5.0,84.3,6.14,1.3,53.5919,85.4964,Rainy
14.88,14.88,57.4,6.53,1004.73,40.0,69.9,0.0,88.3,19.72,4.4,56.9999,61.0389,Cloudy
5.59,-0.49,29.1,2.05,1020.15,40.0,313.0,0.0,2.5,14.48,5.3,-50.1927,-169.155,Clear
7.47,13.47,24.4,7.44,1041.54,40.0,262.2,0.0,14.0,14.92,10.9,36.4445,161.1953,Clear
7.86,-0.27,48.1,-2.45,1001.34,40.0,290.2,0.0,82.3,18.45,4.7,25.8298,-85.9195,Cloudy
29.47,32.85,83.8,26.44,1005.76,40.0,276.5,1.58,78.8,13.91,2.7,-9.6911,-6.5191,Humid
8.11,0.1,77.8,0.75,1013.68,40.0,175.8,3.82,79.0,20.0,5.1,-28.5236,-131.2627,Drizzle
11.29,11.29,85.2,5.32,1003.63,40.0,183.2,11.0,98.0,9.74,7.0,1.9736,93.4227,Rainy
9.4,2.03,11.3,-24.57,1036.76,8.89,109.7,0.0,21.8,6.49,6.7,-12.2652,14.876,Dusty
14.01,55.0,23.7,12.99,1019.38,40.0,158.9,0.0,12.5,13.09,7.1,46.4101,74.5518,Clear
-9.79,11.22,24.7,-11.54,1040.43,40.0,122.8,0.0,24.8,19.86,6.2,-22.5166,-25.8633,Clear
16.22,16.22,85.2,7.13,995.03,15.0,128.8,10.0,99.5,10.81,8.2,-17.1253,-83.5334,Stormy
36.02,44.44,52.0,18.99,1002.04,40.0,232.1,0.0,68.1,7.23,10.7,-47.9856,-112.365,Heatwave
-11.63,-12.33,88.0,-13.21,1017.76,2.32,213.0,0.65,92.2,0.71,2.8,20.0579,-135.6178,Snowy
-14.06,-22.17,69.5,-18.4,1034.42,16.22,320.9,0.0,50.6,11.53,4.6,36.6723,-60.6673,Cold
9.32,13.48,38.8,4.76,1035.39,40.0,151.9,0.0,26.4,13.76,6.2,58.8843,86.6566,Clear
27.47,17.62,59.7,9.69,988.67,10.0,185.6,8.0,91.7,17.07,6.1,27.4888,171.4462,Thunderstorm
12.92,12.92,88.3,6.15,1001.45,40.0,141.7,5.0,84.8,0.0,2.9,-28.9947,-169.3835,Rainy
7.84,-0.3,91.9,-1.88,996.63,40.0,174.2,5.0,83.3,7.2,5.2,18.2927,11.5796,Rainy
19.81,19.81,75.4,15.34,1002.31,40.0,248.2,0.0,76.3,20.0,3.9,51.0119,42.3285,Cloudy
7.0,-1.56,96.7,-0.78,995.66,15.0,297.1,23.65,98.3,20.0,4.3,-33.5621,120.3325,Stormy
38.05,40.05,28.3,2.9,1014.93,40.0,137.6,0.0,56.0,11.91,14.0,50.5099,90.845,Hot
24.04,28.79,97.5,23.62,1019.47,40.0,139.9,1.05,93.6,14.48,5.9,-23.6504,174.3652,Humid
14.93,14.93,28.4,5.94,1000.04,8.0,305.3,0.0,21.6,14.46,6.4,-24.4092,42.8154,Dusty
8.25,0.31,92.1,-10.73,955.97,32.15,77.1,16.05,99.6,12.39,3.6,-46.7577,-163.0671,Stormy
-5.62,17.76,56.4,-6.35,1033.66,40.0,22.2,0.0,8.4,15.54,11.6,-25.8463,55.2919,Clear
3.33,15.71,35.1,2.26,1046.71,40.0,86.4,0.0,22.8,11.28,11.4,15.1325,-161.323,Clear
-0.16,-0.16,94.8,-0.89,1001.3,0.55,182.3,0.0,69.2,0.17,2.3,-49.246,-86.9694,Foggy
38.81,40.81,27.0,14.69,1024.64,40.0,269.0,0.0,37.1,20.0,10.0,-41.614,65.9329,Hot
10.83,10.83,52.7,1.56,1018.96,40.0,38.7,0.0,67.8,17.37,3.6,54.3595,58.4735,Cloudy
23.72,13.48,35.7,-1.4,979.34,25.15,247.4,8.0,95.5,6.77,5.8,-54.6434,94.808,Thunderstorm
13.06,13.06,53.5,3.83,1014.43,40.0,72.6,0.0,70.4,14.62,5.0,-22.6948,42.4455,Cloudy
44.68,46.68,32.9,12.49,1004.59,40.0,182.6,6.51,92.5,7.4,8.8,33.6986,55.5741,Hot
20.32,55.0,62.4,12.89,1014.91,40.0,18.0,0.0,76.6,12.53,5.8,-33.2418,-157.6285,Cloudy
29.69,14.96,41.9,7.3,1031.61,40.0,173.7,0.0,9.8,19.66,7.7,-57.6579,23.2866,Clear
10.17,10.17,69.2,4.78,1001.79,40.0,228.9,0.0,67.8,12.97,2.9,18.5862,22.5508,Cloudy
40.57,42.57,24.3,10.63,1007.86,40.0,345.2,0.0,42.5,11.62,10.7,-33.6042,-43.9098,Hot
17.95,17.95,12.7,17.37,991.42,11.88,228.8,0.0,3.6,10.03,3.4,-1.4254,44.7851,Dusty
4.72,-4.98,89.0,-4.22,1009.07,40.0,121.1,5.0,91.9,20.0,6.8,0.3037,-154.9604,Rainy
36.19,42.56,65.1,9.99,1016.1,40.0,260.4,0.0,35.3,9.76,14.0,-22.4159,-105.8487,Heatwave
9.89,2.77,96.8,3.9,969.22,15.0,315.3,16.8,90.8,16.58,2.1,-50.0567,-45.6271,Stormy
9.03,1.48,83.2,2.8,1003.91,40.0,354.5,1.54,82.9,6.1,2.9,-17.1632,104.0948,Drizzle
32.62,37.01,93.9,31.51,1021.52,40.0,74.0,0.3,88.6,14.38,5.0,34.2014,30.0594,Humid
10.04,10.04,58.5,2.28,1024.11,40.0,99.9,0.0,76.3,13.73,3.9,-42.2173,-97.0983,Cloudy
38.61,50.4,64.8,4.29,1018.61,40.0,128.4,0.0,47.3,8.1,14.7,15.3664,52.8607,Heatwave
23.06,55.0,86.4,16.35,1009.43,40.0,322.6,21.81,83.6,2.09,3.5,50.0423,162.2386,Rainy
15.78,-1.27,50.4,6.41,1035.86,40.0,112.3,0.0,12.4,11.04,6.7,-0.2805,166.6204,Clear
38.63,40.63,40.7,18.66,1015.65,40.0,181.2,0.0,63.9,9.0,8.7,24.8123,-169.7225,Hot
-19.47,-30.01,45.5,-28.24,1002.09,21.09,200.0,2.43,52.4,17.44,5.0,-39.4638,123.0738,Cold
-15.06,-22.62,64.3,-20.27,1019.03,15.12,139.6,0.5,49.2,16.07,2.2,-55.3877,151.2256,Cold
-10.99,-12.57,81.6,-13.5,1007.09,5.28,229.4,3.54,89.3,3.12,3.7,6.5662,-146.044,Snowy
9.58,2.31,28.8,2.33,1017.87,12.7,181.5,0.0,19.0,5.4,3.2,32.6649,-145.3142,Dusty
45.88,49.0,50.9,11.53,1015.35,40.0,40.3,0.0,42.0,7.18,13.7,-48.8841,109.174,Heatwave
3.16,-3.35,22.2,-2.87,1044.56,40.0,339.0,0.0,7.7,15.04,5.6,46.5917,-179.696,Clear
15.94,19.46,35.9,3.95,989.94,10.73,327.2,26.64,87.1,3.18,5.6,11.3675,-121.6013,Thunderstorm
21.62,55.0,95.4,8.27,993.86,15.0,239.4,10.0,96.2,14.9,7.0,3.881,168.6339,Stormy
24.89,55.0,59.3,6.25,1015.62,40.0,4.7,0.0,26.0,12.93,6.9,35.0069,-120.2477,Clear
25.54,29.38,88.4,23.47,1014.14,40.0,51.8,0.73,93.4,11.94,4.0,-28.8566,-59.854,Humid
-19.37,-23.68,64.6,-24.32,1028.62,8.61,253.6,0.0,61.2,17.28,3.4,-21.4498,-40.7384,Cold
44.9,45.15,44.8,-0.03,1023.24,4.76,213.3,0.0,24.1,10.15,10.1,48.7885,-76.6477,Heatwave
-4.32,10.86,30.2,-4.52,1037.62,40.0,341.5,0.0,13.0,18.51,12.0,43.4339,-172.4248,Clear
33.35,35.35,38.0,10.06,1007.19,40.0,236.7,0.0,62.8,20.0,13.7,-31.618,-128.6714,Hot
10.51,10.51,86.4,8.07,951.2,15.0,37.1,40.8,95.0,14.83,6.0,12.8134,125.0706,Stormy
33.23,36.27,80.5,29.4,1007.5,40.0,63.6,0.55,76.6,14.25,0.9,43.7753,5.2854,Humid
-5.76,-7.41,74.9,-9.5,1010.59,5.5,119.5,2.49,96.1,7.31,3.9,-53.0618,79.8595,Snowy
12.08,12.08,92.7,12.08,979.53,16.28,184.6,17.43,91.7,7.83,2.2,40.0115,-44.9759,Stormy
23.94,55.0,64.2,16.75,1009.22,40.0,168.5,0.0,73.6,11.47,6.3,22.9287,-129.335,Cloudy
5.33,-4.06,82.0,-0.34,1016.45,40.0,24.7,0.5,70.2,1.68,3.2,29.4819,41.8907,Drizzle
8.32,0.41,45.2,-2.84,1014.74,40.0,206.9,0.0,86.9,2.75,2.3,42.3784,112.6066,Cloudy
-4.36,-4.36,95.5,-4.98,1024.95,2.87,272.4,0.0,75.1,0.05,3.2,34.3902,163.0253,Foggy
13.39,13.39,20.1,-1.58,998.1,8.0,288.1,0.0,17.3,10.65,8.7,-12.1928,-118.9371,Dusty
7.33,-1.08,93.5,-3.13,992.5,40.0,113.5,5.0,95.7,2.64,5.3,-2.322,153.5736,Rainy
30.81,14.08,46.0,2.63,990.47,10.0,68.9,8.0,98.3,2.11,5.8,17.7334,-101.2627,Thunderstorm
-17.16,-22.75,30.3,-30.47,1016.32,11.17,309.5,0.0,51.0,8.33,2.5,-27.8322,163.7607,Cold
23.93,28.65,97.2,23.46,1021.71,40.0,235.7,0.13,71.8,5.66,5.8,2.9405,27.8776,Humid
2.53,-8.27,51.8,-6.38,1008.35,40.0,202.5,0.0,65.4,10.66,3.1,-52.6867,175.0294,Cloudy
25.33,28.45,81.2,21.87,1022.77,40.0,197.9,0.25,90.2,12.75,7.2,23.2254,1.7018,Humid
16.59,16.59,92.2,15.32,1016.39,2.41,64.4,0.0,85.1,0.23,5.7,31.014,-43.8133,Foggy
6.26,15.08,33.5,3.91,1043.69,40.0,141.5,0.0,29.6,18.6,7.1,-15.3359,156.4167,Clear
28.59,32.31,87.2,26.24,1022.2,40.0,321.4,0.77,73.6,13.38,3.6,-57.9542,4.3178,Humid
23.81,10.95,42.2,3.45,1029.4,20.62,348.7,0.0,10.2,12.03,8.0,9.219,-11.7379,Clear
10.04,10.04,51.5,0.48,1019.49,40.0,320.8,0.0,68.4,19.23,5.0,33.2546,-156.1037,Cloudy
3.17,-7.31,89.8,-11.15,1013.57,40.0,43.3,11.93,93.4,7.08,8.5,37.1591,76.9036,Rainy
16.9,16.9,88.7,16.9,999.52,40.0,250.2,8.47,99.4,18.63,2.0,-45.8379,43.628,Rainy
34.73,36.73,16.0,18.06,1009.97,40.0,259.3,0.0,61.9,5.19,10.1,-32.4723,37.2078,Hot
7.97,7.97,96.1,7.38,1017.52,1.1,351.5,1.24,87.7,0.45,3.7,30.7378,109.0366,Foggy
12.65,12.65,79.8,6.12,1008.35,40.0,286.9,0.5,90.6,12.31,7.5,16.0203,93.5576,Drizzle
39.32,45.3,56.5,1.46,994.01,40.0,114.2,0.0,54.1,17.14,13.7,40.9486,-118.0851,Heatwave
26.42,13.72,91.5,12.35,993.24,10.0,204.1,8.0,87.4,16.52,2.1,34.3274,86.0158,Thunderstorm
12.6,12.6,83.0,5.22,1003.27,40.0,201.8,3.11,81.4,15.42,7.1,-18.3851,-76.508,Drizzle
17.63,17.63,73.6,12.85,1013.26,40.0,346.8,0.0,77.1,8.85,3.1,21.8752,120.8309,Cloudy
12.3,12.3,94.3,2.89,989.53,15.0,319.5,10.0,98.2,13.21,0.6,-57.9869,-146.6047,Stormy
8.97,1.39,52.8,-0.13,1002.84,40.0,74.9,0.0,76.9,10.57,5.0,-19.7481,-135.9548,Cloudy
7.36,-1.03,25.0,-11.39,1022.28,40.0,236.5,0.0,66.8,7.32,8.2,29.5543,-150.9743,Cloudy
-8.98,-15.4,37.2,-20.92,1009.83,12.85,353.5,0.0,60.8,19.36,3.3,-29.8636,-82.0145,Cold
17.39,17.39,91.4,14.87,964.66,15.0,271.8,63.51,94.0,12.74,2.9,39.2835,153.0047,Stormy
34.87,36.87,27.4,5.51,1001.19,40.0,177.8,0.0,64.5,3.86,14.5,22.1162,-14.2039,Hot
38.33,47.56,47.8,11.02,996.84,40.0,62.3,0.0,62.8,6.86,12.3,35.3982,29.7131,Heatwave
